SeasonKey,GameDate,GameTime,Month,DayOfWeek,DaysSinceHomeGame,Opponent,Temp,isRain,isSnow,IsHoliday,GiveawayBucket,TotalTickets,TotalAttendance, TotalRevenue 
2021,12/25/2021,1:30,December,Saturday,3,Boston Celtics,43,0,0,1,None,"14,150 ","11,800 "," $1,580,000 "
2021,1/1/2022,5:30,January,Saturday,7,New Orleans Pelicans,20,1,1,1,None,"18,350 ","14,450 "," $1,920,000 "
2021,1/3/2022,7:00,January,Monday,2,Detroit Pistons,19,0,0,0,None,"12,550 ","8,850 "," $1,200,000 "
2021,1/5/2022,7:00,January,Wednesday,2,Toronto Raptors,16,1,1,0,Wearable,"12,950 ","9,800 "," $1,250,000 "
2021,1/13/2022,6:30,January,Thursday,8,Golden State Warriors,34,0,0,0,None,"18,400 ","16,750 "," $2,090,000 "
2021,1/15/2022,5:30,January,Saturday,2,Toronto Raptors,19,1,1,0,None,"15,500 ","13,100 "," $1,610,000 "
2021,1/19/2022,7:00,January,Wednesday,4,Memphis Grizzlies,10,0,0,0,Other,"18,900 ","16,000 "," $1,800,000 "
2021,1/21/2022,7:00,January,Friday,2,Chicago Bulls,18,0,0,0,None,"21,350 ","19,200 "," $2,380,000 "
2021,1/22/2022,6:00,January,Saturday,1,Sacramento Kings,21,1,1,0,None,"15,850 ","11,450 "," $1,640,000 "
2021,1/28/2022,9:00,January,Friday,6,New York Knicks,14,0,0,0,None,"18,800 ","15,700 "," $1,910,000 "
2021,1/30/2022,6:00,January,Sunday,2,Denver Nuggets,23,0,0,0,None,"14,850 ","11,800 "," $1,530,000 "
2021,2/1/2022,6:30,February,Tuesday,2,Washington Wizards,36,0,0,0,Wearable,"15,500 ","12,200 "," $1,540,000 "
2021,2/14/2022,7:00,February,Monday,13,Portland Trail Blazers,18,0,0,1,None,"16,250 ","13,200 "," $1,530,000 "
2021,2/15/2022,7:00,February,Tuesday,1,Indiana Pacers,32,0,0,0,None,"18,150 ","13,700 "," $1,710,000 "
2021,2/17/2022,7:30,February,Thursday,2,Philadelphia 76ers,19,0,0,0,None,"14,250 ","12,100 "," $1,470,000 "
2021,2/26/2022,7:30,February,Saturday,9,Brooklyn Nets,28,0,0,0,None,"18,200 ","16,350 "," $2,200,000 "
2021,2/28/2022,7:00,February,Monday,2,Charlotte Hornets,39,0,0,0,None,"16,550 ","13,900 "," $1,610,000 "
2021,3/2/2022,7:00,March,Wednesday,2,Miami Heat,37,0,0,0,Wearable,"13,500 ","11,800 "," $1,400,000 "
2021,3/6/2022,2:30,March,Sunday,4,Phoenix Suns,37,0,0,0,None,"18,950 ","17,050 "," $2,120,000 "
2021,3/9/2022,7:00,March,Wednesday,3,Atlanta Hawks,28,0,0,0,None,"14,600 ","12,750 "," $1,470,000 "
2021,3/22/2022,7:00,March,Tuesday,13,Chicago Bulls,43,1,0,0,Other,"17,650 ","16,100 "," $1,880,000 "
2021,3/24/2022,7:00,March,Thursday,2,Washington Wizards,36,1,0,0,Franchise,"18,650 ","16,900 "," $1,800,000 "
2021,4/1/2022,7:00,April,Friday,8,Los Angeles Clippers,37,0,0,0,None,"17,800 ","16,150 "," $1,860,000 "
2021,4/3/2022,12:00,April,Sunday,2,Dallas Mavericks,41,0,0,0,None,"15,200 ","13,800 "," $1,640,000 "
2021,4/7/2022,6:30,April,Thursday,4,Boston Celtics,39,0,0,0,Franchise,"17,850 ","15,950 "," $1,840,000 "
2022,10/22/2022,7:00,October,Saturday,99,Houston Rockets,70,0,0,0,None,"19,650 ","17,650 "," $2,090,000 "
2022,10/26/2022,6:30,October,Wednesday,4,Brooklyn Nets,41,0,0,0,None,"15,300 ","13,750 "," $1,600,000 "
2022,10/28/2022,7:00,October,Friday,2,New York Knicks,46,0,0,0,None,"15,250 ","12,800 "," $1,650,000 "
2022,10/29/2022,7:00,October,Saturday,1,Atlanta Hawks,46,0,0,0,None,"14,100 ","11,600 "," $1,520,000 "
2022,10/31/2022,7:00,October,Monday,2,Detroit Pistons,48,0,0,1,None,"15,550 ","11,250 "," $1,670,000 "
2022,11/2/2022,7:00,November,Wednesday,2,Detroit Pistons,57,0,0,0,Wearable,"17,050 ","14,100 "," $1,720,000 "
2022,11/5/2022,7:00,November,Saturday,3,Oklahoma City Thunder,46,0,0,0,None,"20,400 ","18,350 "," $2,080,000 "
2022,11/14/2022,7:00,November,Monday,9,Atlanta Hawks,34,0,0,0,Other,"18,150 ","15,250 "," $2,000,000 "
2022,11/16/2022,7:00,November,Wednesday,2,Cleveland Cavaliers,30,0,0,0,None,"14,650 ","12,600 "," $1,610,000 "
2022,11/21/2022,7:00,November,Monday,5,Portland Trail Blazers,28,0,0,0,None,"16,300 ","14,350 "," $1,690,000 "
2022,11/23/2022,7:00,November,Wednesday,2,Chicago Bulls,39,0,0,0,None,"14,450 ","12,800 "," $1,670,000 "
2022,11/25/2022,7:00,November,Friday,2,Cleveland Cavaliers,39,0,0,0,None,"19,750 ","17,750 "," $2,190,000 "
2022,11/27/2022,7:00,November,Sunday,2,Dallas Mavericks,32,0,0,0,None,"18,050 ","15,200 "," $1,950,000 "
2022,12/2/2022,6:30,December,Friday,5,Los Angeles Lakers,48,0,0,0,None,"19,850 ","18,550 "," $2,670,000 "
2022,12/7/2022,7:00,December,Wednesday,5,Sacramento Kings,34,0,0,0,Franchise,"16,150 ","14,250 "," $1,720,000 "
2022,12/13/2022,6:30,December,Tuesday,6,Golden State Warriors,36,0,0,0,None,"17,000 ","15,850 "," $2,270,000 "
2022,12/17/2022,7:00,December,Saturday,4,Utah Jazz,25,0,0,0,Wearable,"18,350 ","16,050 "," $2,030,000 "
2022,12/30/2022,7:00,December,Friday,13,Minnesota Timberwolves,30,0,0,0,None,"20,900 ","19,000 "," $2,350,000 "
2022,1/1/2023,7:00,January,Sunday,2,Washington Wizards,34,0,0,1,None,"15,200 ","13,500 "," $1,650,000 "
2022,1/3/2023,7:00,January,Tuesday,2,Washington Wizards,39,0,0,0,Other,"18,200 ","15,550 "," $1,940,000 "
2022,1/6/2023,7:00,January,Friday,3,Charlotte Hornets,27,0,0,0,Wearable,"15,750 ","14,400 "," $1,780,000 "
2022,1/16/2023,1:30,January,Monday,10,Indiana Pacers,43,0,0,1,None,"17,200 ","15,350 "," $1,870,000 "
2022,1/17/2023,6:30,January,Tuesday,1,Toronto Raptors,37,0,0,0,None,"16,350 ","13,950 "," $1,800,000 "
2022,1/25/2023,7:00,January,Wednesday,8,Denver Nuggets,30,1,1,0,Wearable,"15,600 ","14,050 "," $1,710,000 "
2022,1/29/2023,7:00,January,Sunday,4,New Orleans Pelicans,18,0,0,0,None,"16,550 ","13,750 "," $1,840,000 "
2022,1/31/2023,7:00,January,Tuesday,2,Charlotte Hornets,3,0,0,0,None,"17,000 ","13,900 "," $1,910,000 "
2022,2/2/2023,9:00,February,Thursday,2,Los Angeles Clippers,12,0,0,0,Other,"17,700 ","14,950 "," $1,870,000 "
2022,2/4/2023,7:00,February,Saturday,2,Miami Heat,32,0,0,0,Wearable,"20,700 ","18,850 "," $2,360,000 "
2022,2/14/2023,6:30,February,Tuesday,10,Boston Celtics,48,0,0,1,None,"17,450 ","15,750 "," $2,090,000 "
2022,2/24/2023,6:30,February,Friday,10,Miami Heat,23,1,1,0,None,"19,000 ","17,150 "," $2,150,000 "
2022,2/26/2023,12:00,February,Sunday,2,Phoenix Suns,43,0,0,0,None,"17,200 ","15,500 "," $2,010,000 "
